"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Focal"
"1",6,1,1,1,0,1,0,0,1,1,0
"2",4,0,0,1,1,0,1,0,0,1,0
"3",6,1,0,1,1,1,0,1,0,1,0
"4",6,1,0,1,1,1,1,1,0,0,0
"5",5,0,1,0,1,1,1,1,0,0,0
"6",6,0,1,1,1,1,0,1,0,1,0
"7",2,0,0,0,0,0,1,0,1,0,0
"8",4,1,1,0,0,0,1,1,0,0,0
"9",5,1,0,0,0,1,1,0,1,1,0
"10",1,1,0,0,0,0,0,0,0,0,0
"11",4,1,0,1,0,0,1,1,0,0,0
"12",5,1,1,1,0,1,0,0,1,0,0
"13",5,0,0,0,1,1,1,0,1,1,0
"14",6,0,1,0,0,1,1,1,1,1,0
"15",4,0,0,0,1,1,0,0,1,1,0
"16",5,0,1,0,1,1,0,0,1,1,0
"17",7,1,1,1,1,0,1,1,1,0,0
"18",3,0,0,1,0,1,1,0,0,0,0
"19",4,0,0,1,1,1,0,0,1,0,0
"20",4,0,1,0,0,1,1,1,0,0,0
"21",4,0,0,0,0,1,1,0,1,1,0
"22",2,0,0,0,1,0,1,0,0,0,0
"23",4,1,0,0,0,0,1,0,1,1,0
"24",6,0,1,0,1,0,1,1,1,1,0
"25",6,1,1,1,1,0,1,0,0,1,0
"26",5,0,1,1,1,0,0,0,1,1,0
"27",3,0,1,0,0,0,0,1,0,1,0
"28",5,0,1,0,1,0,1,0,1,1,0
"29",7,1,1,1,1,1,0,1,1,0,0
"30",4,1,0,0,0,1,0,1,0,1,0
"31",4,0,1,1,0,0,0,0,1,1,0
"32",2,0,0,0,0,0,1,0,1,0,0
"33",5,1,0,0,1,0,1,0,1,1,0
"34",5,0,0,0,1,1,1,1,0,1,0
"35",4,1,1,0,1,0,0,0,1,0,0
"36",4,0,0,1,1,0,0,1,0,1,0
"37",6,1,0,1,1,1,1,1,0,0,0
"38",2,1,0,0,0,0,0,1,0,0,0
"39",5,1,0,1,0,0,1,0,1,1,0
"40",2,0,0,1,0,0,0,0,1,0,0
"41",5,1,0,1,0,0,0,1,1,1,0
"42",3,1,1,1,0,0,0,0,0,0,0
"43",7,1,1,0,1,1,0,1,1,1,0
"44",5,1,0,1,1,0,0,1,1,0,0
"45",4,1,1,0,0,0,1,1,0,0,0
"46",4,1,0,0,1,1,0,0,0,1,0
"47",1,0,0,1,0,0,0,0,0,0,0
"48",4,0,1,1,1,1,0,0,0,0,0
"49",5,1,1,1,0,0,1,0,0,1,0
"50",5,0,1,0,1,0,1,0,1,1,0
"51",4,0,1,0,1,1,0,1,0,0,0
"52",6,1,1,1,0,0,0,1,1,1,0
"53",4,0,0,1,1,0,1,0,0,1,0
"54",3,1,0,0,0,0,0,0,1,1,0
"55",4,0,1,0,1,0,1,1,0,0,0
"56",4,1,1,0,0,0,0,1,1,0,0
"57",1,0,0,0,0,0,0,1,0,0,0
"58",6,1,1,0,1,0,1,1,0,1,0
"59",5,1,1,0,1,0,0,1,1,0,0
"60",4,0,0,0,1,1,0,1,0,1,0
"61",7,1,1,1,1,0,1,1,1,0,0
"62",6,0,1,1,1,1,0,1,0,1,0
"63",5,1,1,0,0,1,0,1,1,0,0
"64",4,0,0,1,0,1,0,1,0,1,0
"65",4,1,0,0,1,0,0,0,1,1,0
"66",3,0,1,0,1,0,0,1,0,0,0
"67",4,0,0,1,0,1,1,1,0,0,0
"68",3,0,0,0,1,0,1,0,0,1,0
"69",5,1,0,0,0,0,1,1,1,1,0
"70",1,0,0,0,0,0,0,1,0,0,0
"71",6,1,1,1,1,1,0,0,0,1,0
"72",4,0,1,1,1,0,0,1,0,0,0
"73",6,1,1,1,0,0,1,0,1,1,0
"74",6,1,1,0,0,1,1,1,0,1,0
"75",3,0,1,1,0,0,1,0,0,0,0
"76",3,0,0,0,1,1,1,0,0,0,0
"77",4,1,1,0,0,0,0,1,1,0,0
"78",4,1,0,0,0,1,0,0,1,1,0
"79",8,1,1,1,1,1,1,1,0,1,0
"80",8,1,1,1,1,1,1,1,1,0,0
"81",5,1,0,0,0,1,1,0,1,1,0
"82",2,0,0,0,0,1,1,0,0,0,0
"83",5,0,1,0,0,0,1,1,1,1,0
"84",7,1,1,0,1,1,1,1,1,0,0
"85",8,1,1,0,1,1,1,1,1,1,0
"86",7,0,0,1,1,1,1,1,1,1,0
"87",4,0,1,0,0,1,1,0,0,1,0
"88",5,1,0,1,0,1,0,0,1,1,0
"89",6,0,0,1,1,1,1,1,0,1,0
"90",5,1,1,0,1,0,1,0,1,0,0
"91",1,0,0,0,0,0,0,0,0,0,1
"92",1,0,0,0,0,0,0,0,0,0,1
"93",1,0,0,0,0,0,0,0,0,0,1
"94",1,0,0,0,0,0,0,0,0,0,1
"95",1,0,0,0,0,0,0,0,0,0,1
"96",1,0,0,0,0,0,0,0,0,0,1
"97",1,0,0,0,0,0,0,0,0,0,1
"98",1,0,0,0,0,0,0,0,0,0,1
"99",1,0,0,0,0,0,0,0,0,0,1
"100",1,0,0,0,0,0,0,0,0,0,1
