"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Focal"
"1",7,1,1,1,1,1,0,1,1,0,0
"2",5,1,1,0,0,0,1,0,1,1,0
"3",4,0,1,0,1,0,1,0,1,0,0
"4",4,1,1,0,0,0,0,1,1,0,0
"5",6,0,0,0,1,1,1,1,1,1,0
"6",7,1,1,0,1,1,1,1,1,0,0
"7",5,1,1,0,0,1,0,1,0,1,0
"8",7,0,1,1,1,1,1,0,1,1,0
"9",4,1,0,1,0,0,0,0,1,1,0
"10",6,1,1,1,1,0,1,0,0,1,0
"11",7,0,1,1,1,1,0,1,1,1,0
"12",3,0,0,1,0,1,0,0,1,0,0
"13",7,1,1,0,1,1,1,0,1,1,0
"14",3,0,0,0,0,1,1,0,1,0,0
"15",6,0,1,1,1,0,1,1,0,1,0
"16",3,1,0,0,0,1,0,0,1,0,0
"17",4,0,1,0,0,1,1,1,0,0,0
"18",5,1,0,1,0,0,1,1,0,1,0
"19",5,0,0,1,1,1,0,1,1,0,0
"20",6,0,1,1,1,0,1,1,1,0,0
"21",5,1,0,1,1,0,0,0,1,1,0
"22",5,1,1,0,1,1,1,0,0,0,0
"23",4,1,0,1,1,0,0,0,1,0,0
"24",4,1,0,0,0,1,0,1,0,1,0
"25",3,0,1,0,1,0,1,0,0,0,0
"26",3,0,1,0,0,0,1,1,0,0,0
"27",3,1,0,1,0,0,0,0,1,0,0
"28",5,0,0,0,0,1,1,1,1,1,0
"29",3,0,0,1,0,0,0,0,1,1,0
"30",6,1,0,1,0,0,1,1,1,1,0
"31",5,0,1,1,0,1,1,1,0,0,0
"32",5,0,1,1,1,0,0,0,1,1,0
"33",4,0,1,1,0,0,1,0,1,0,0
"34",5,1,1,0,0,0,1,1,0,1,0
"35",6,1,1,1,0,1,1,0,0,1,0
"36",6,1,0,1,1,0,1,1,1,0,0
"37",5,0,1,1,1,0,0,0,1,1,0
"38",7,1,0,0,1,1,1,1,1,1,0
"39",6,1,1,1,1,0,0,1,0,1,0
"40",9,1,1,1,1,1,1,1,1,1,0
"41",4,1,0,0,1,0,1,0,1,0,0
"42",4,1,0,0,0,0,1,1,0,1,0
"43",3,0,1,0,0,0,0,0,1,1,0
"44",3,0,0,1,0,0,0,1,0,1,0
"45",5,1,0,0,1,1,1,1,0,0,0
"46",6,0,1,1,0,1,1,1,1,0,0
"47",3,1,0,0,0,1,0,0,0,1,0
"48",4,1,1,1,0,0,0,0,1,0,0
"49",5,1,1,1,0,0,0,1,1,0,0
"50",8,1,1,1,1,0,1,1,1,1,0
"51",4,0,1,1,0,1,0,1,0,0,0
"52",5,1,0,1,0,0,1,0,1,1,0
"53",4,1,0,0,0,1,1,1,0,0,0
"54",4,0,1,0,1,0,0,0,1,1,0
"55",3,0,0,0,0,1,0,1,0,1,0
"56",3,1,0,1,0,0,1,0,0,0,0
"57",5,1,1,1,1,1,0,0,0,0,0
"58",4,0,1,0,0,0,0,1,1,1,0
"59",5,0,1,0,1,1,1,0,1,0,0
"60",6,0,0,0,1,1,1,1,1,1,0
"61",6,1,0,0,0,1,1,1,1,1,0
"62",5,1,0,0,1,0,1,1,1,0,0
"63",7,1,1,0,0,1,1,1,1,1,0
"64",6,1,1,0,0,1,0,1,1,1,0
"65",2,1,0,0,1,0,0,0,0,0,0
"66",6,1,0,1,1,0,1,1,1,0,0
"67",5,1,0,0,1,0,1,0,1,1,0
"68",4,1,0,1,0,0,1,0,0,1,0
"69",4,0,0,0,1,1,0,1,0,1,0
"70",4,1,0,1,0,0,0,0,1,1,0
"71",3,0,0,0,1,0,0,1,1,0,0
"72",5,1,1,0,0,0,1,0,1,1,0
"73",3,1,0,0,0,0,1,1,0,0,0
"74",5,0,0,0,1,1,1,1,1,0,0
"75",6,0,1,1,1,1,1,1,0,0,0
"76",4,0,0,0,0,0,1,1,1,1,0
"77",4,1,0,0,1,1,0,0,1,0,0
"78",6,0,1,1,1,0,1,1,0,1,0
"79",2,0,0,0,0,1,0,1,0,0,0
"80",4,0,0,1,1,0,0,1,0,1,0
"81",3,0,0,1,1,1,0,0,0,0,0
"82",6,1,1,0,0,1,1,1,1,0,0
"83",8,1,1,0,1,1,1,1,1,1,0
"84",6,1,1,1,0,1,0,1,0,1,0
"85",3,0,0,1,0,0,1,0,0,1,0
"86",4,0,1,1,0,1,1,0,0,0,0
"87",2,1,0,0,0,1,0,0,0,0,0
"88",6,0,1,1,0,1,1,1,0,1,0
"89",3,0,1,0,0,1,1,0,0,0,0
"90",3,0,0,1,0,1,1,0,0,0,0
"91",5,1,0,1,0,0,1,1,0,1,0
"92",5,1,1,1,0,0,1,0,1,0,0
"93",6,1,0,1,1,1,0,1,0,1,0
"94",4,1,0,1,1,0,1,0,0,0,0
"95",2,0,0,0,1,0,0,1,0,0,0
"96",6,1,1,0,0,1,1,1,1,0,0
"97",2,1,0,0,0,0,0,1,0,0,0
"98",1,0,0,0,0,1,0,0,0,0,0
"99",5,1,0,1,1,0,0,1,1,0,0
"100",1,0,0,0,0,0,0,0,0,0,1
