"","Fitness","Test_1","Test_2","Test_3","Test_4","Test_5","Test_6","Test_7","Test_8","Test_9","Focal"
"1",0,0,0,0,0,0,0,0,0,0,0
"2",3,0,1,1,1,0,0,0,0,0,0
"3",0,0,0,0,0,0,0,0,0,0,0
"4",1,0,0,0,0,0,0,1,0,0,0
"5",0,0,0,0,0,0,0,0,0,0,0
"6",2,0,0,0,0,0,0,0,1,1,0
"7",1,0,0,0,0,0,0,0,1,0,0
"8",2,0,1,0,0,0,0,0,1,0,0
"9",2,0,0,0,0,0,0,1,1,0,0
"10",3,1,1,1,0,0,0,0,0,0,0
"11",1,0,0,1,0,0,0,0,0,0,0
"12",0,0,0,0,0,0,0,0,0,0,0
"13",2,0,0,0,0,0,1,0,1,0,0
"14",1,0,0,0,0,0,0,0,1,0,0
"15",0,0,0,0,0,0,0,0,0,0,0
"16",3,1,0,0,0,1,0,0,1,0,0
"17",1,0,0,0,0,0,1,0,0,0,0
"18",0,0,0,0,0,0,0,0,0,0,0
"19",2,0,0,1,0,1,0,0,0,0,0
"20",0,0,0,0,0,0,0,0,0,0,0
"21",5,0,0,0,0,1,1,1,1,1,0
"22",1,0,0,1,0,0,0,0,0,0,0
"23",2,0,0,1,0,0,0,0,1,0,0
"24",2,0,0,0,0,1,0,0,0,1,0
"25",2,0,0,0,1,0,0,1,0,0,0
"26",0,0,0,0,0,0,0,0,0,0,0
"27",0,0,0,0,0,0,0,0,0,0,0
"28",0,0,0,0,0,0,0,0,0,0,0
"29",0,0,0,0,0,0,0,0,0,0,0
"30",0,0,0,0,0,0,0,0,0,0,0
"31",0,0,0,0,0,0,0,0,0,0,0
"32",1,0,0,0,0,0,0,1,0,0,0
"33",1,0,1,0,0,0,0,0,0,0,0
"34",1,0,0,0,1,0,0,0,0,0,0
"35",1,0,0,0,1,0,0,0,0,0,0
"36",4,0,1,0,0,0,0,1,1,1,0
"37",2,0,0,1,0,1,0,0,0,0,0
"38",0,0,0,0,0,0,0,0,0,0,0
"39",1,0,0,0,0,0,1,0,0,0,0
"40",1,0,0,0,1,0,0,0,0,0,0
"41",4,1,0,0,0,0,1,1,1,0,0
"42",1,0,0,0,0,0,0,0,1,0,0
"43",1,0,0,0,0,1,0,0,0,0,0
"44",1,1,0,0,0,0,0,0,0,0,0
"45",1,0,0,0,0,0,1,0,0,0,0
"46",0,0,0,0,0,0,0,0,0,0,0
"47",2,0,1,0,0,0,0,0,1,0,0
"48",3,0,1,0,0,0,0,0,1,1,0
"49",0,0,0,0,0,0,0,0,0,0,0
"50",1,0,0,0,0,0,0,0,0,1,0
"51",1,0,0,0,0,0,0,0,1,0,0
"52",1,0,1,0,0,0,0,0,0,0,0
"53",1,0,0,0,0,0,0,0,0,1,0
"54",1,0,0,0,0,0,0,1,0,0,0
"55",2,1,0,0,0,0,0,1,0,0,0
"56",1,0,0,0,0,1,0,0,0,0,0
"57",2,0,0,1,0,0,0,0,0,1,0
"58",1,0,0,0,0,0,0,0,0,1,0
"59",1,0,0,0,0,1,0,0,0,0,0
"60",0,0,0,0,0,0,0,0,0,0,0
"61",2,0,0,0,0,0,1,0,0,1,0
"62",2,0,1,0,0,0,1,0,0,0,0
"63",1,0,0,1,0,0,0,0,0,0,0
"64",1,0,0,0,0,1,0,0,0,0,0
"65",0,0,0,0,0,0,0,0,0,0,0
"66",3,0,1,0,1,1,0,0,0,0,0
"67",1,0,0,0,0,0,0,0,1,0,0
"68",1,0,1,0,0,0,0,0,0,0,0
"69",0,0,0,0,0,0,0,0,0,0,0
"70",2,0,1,0,0,0,0,0,1,0,0
"71",2,0,0,0,0,0,1,0,0,1,0
"72",1,0,0,0,0,1,0,0,0,0,0
"73",0,0,0,0,0,0,0,0,0,0,0
"74",0,0,0,0,0,0,0,0,0,0,0
"75",0,0,0,0,0,0,0,0,0,0,0
"76",0,0,0,0,0,0,0,0,0,0,0
"77",1,0,0,0,1,0,0,0,0,0,0
"78",0,0,0,0,0,0,0,0,0,0,0
"79",0,0,0,0,0,0,0,0,0,0,0
"80",2,0,0,0,0,0,1,0,0,1,0
"81",1,0,0,0,0,0,0,0,0,1,0
"82",2,0,0,1,0,0,0,0,0,1,0
"83",0,0,0,0,0,0,0,0,0,0,0
"84",1,0,0,0,0,0,1,0,0,0,0
"85",0,0,0,0,0,0,0,0,0,0,0
"86",2,1,0,0,0,0,1,0,0,0,0
"87",0,0,0,0,0,0,0,0,0,0,0
"88",1,0,0,0,0,0,0,1,0,0,0
"89",2,0,0,0,1,0,0,0,1,0,0
"90",0,0,0,0,0,0,0,0,0,0,0
"91",1,0,0,0,0,0,0,0,0,0,1
"92",1,0,0,0,0,0,0,0,0,0,1
"93",1,0,0,0,0,0,0,0,0,0,1
"94",1,0,0,0,0,0,0,0,0,0,1
"95",1,0,0,0,0,0,0,0,0,0,1
"96",1,0,0,0,0,0,0,0,0,0,1
"97",1,0,0,0,0,0,0,0,0,0,1
"98",1,0,0,0,0,0,0,0,0,0,1
"99",1,0,0,0,0,0,0,0,0,0,1
"100",1,0,0,0,0,0,0,0,0,0,1
