"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Test_ 10","Test_ 11","Test_ 12","Test_ 13","Test_ 14","Test_ 15","Test_ 16","Test_ 17","Test_ 18","Test_ 19","Focal"
"1",8,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0
"2",11,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0
"3",8,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0
"4",8,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0
"5",11,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0
"6",10,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0
"7",10,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0
"8",10,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0
"9",11,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0
"10",14,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0
"11",7,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0
"12",10,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0
"13",7,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"14",11,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0
"15",11,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0
"16",10,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0
"17",10,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0
"18",7,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0
"19",10,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0
"20",8,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0
"21",13,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0
"22",8,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
"23",13,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0
"24",8,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"25",9,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0
"26",9,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0
"27",10,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0
"28",9,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0
"29",10,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0
"30",11,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0
"31",8,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0
"32",10,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0
"33",7,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
"34",5,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"35",12,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0
"36",8,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0
"37",7,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0
"38",8,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0
"39",12,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0
"40",12,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0
"41",11,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0
"42",9,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0
"43",7,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0
"44",13,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0
"45",7,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"46",9,0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0
"47",15,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0
"48",11,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0
"49",10,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0
"50",8,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0
"51",10,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0
"52",9,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0
"53",8,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0
"54",10,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0
"55",9,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0
"56",6,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
"57",14,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0
"58",11,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0
"59",10,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,0
"60",15,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0
"61",9,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
"62",10,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0
"63",12,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0
"64",11,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0
"65",7,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
"66",9,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0
"67",9,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0
"68",12,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0
"69",7,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0
"70",7,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0
"71",10,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0
"72",9,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0
"73",8,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0
"74",12,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0
"75",8,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0
"76",11,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0
"77",7,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0
"78",8,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0
"79",10,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0
"80",9,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0
"81",9,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0
"82",6,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
"83",14,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0
"84",8,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
"85",12,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0
"86",10,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0
"87",7,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"88",14,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
"89",10,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0
"90",8,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0
"91",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"92",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"93",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"94",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"95",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"96",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"97",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"98",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"99",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"100",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
