"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Test_ 10","Test_ 11","Test_ 12","Test_ 13","Test_ 14","Test_ 15","Test_ 16","Test_ 17","Test_ 18","Test_ 19","Focal"
"1",13,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0
"2",9,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0
"3",8,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0
"4",9,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0
"5",12,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0
"6",12,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0
"7",7,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0
"8",8,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0
"9",6,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
"10",10,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0
"11",8,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0
"12",11,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0
"13",11,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0
"14",8,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0
"15",7,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0
"16",8,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0
"17",9,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0
"18",7,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
"19",8,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0
"20",13,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0
"21",12,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0
"22",8,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0
"23",8,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0
"24",12,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0
"25",12,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0
"26",11,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0
"27",7,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"28",7,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0
"29",13,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0
"30",10,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
"31",12,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0
"32",9,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0
"33",12,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0
"34",11,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0
"35",8,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0
"36",10,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0
"37",6,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0
"38",10,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0
"39",11,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0
"40",11,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0
"41",14,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0
"42",10,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0
"43",11,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0
"44",4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"45",8,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0
"46",11,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0
"47",8,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0
"48",10,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0
"49",10,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0
"50",11,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0
"51",8,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
"52",12,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0
"53",11,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0
"54",10,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0
"55",9,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0
"56",9,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0
"57",12,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0
"58",8,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
"59",8,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0
"60",9,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0
"61",7,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0
"62",7,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"63",7,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
"64",9,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0
"65",6,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
"66",8,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0
"67",12,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0
"68",9,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0
"69",11,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0
"70",9,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0
"71",6,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
"72",7,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0
"73",7,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0
"74",13,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0
"75",8,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0
"76",8,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0
"77",9,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0
"78",10,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0
"79",10,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0
"80",10,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0
"81",10,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0
"82",8,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0
"83",12,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0
"84",13,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0
"85",10,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0
"86",8,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0
"87",9,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0
"88",9,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0
"89",7,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0
"90",6,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
"91",7,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
"92",9,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0
"93",11,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0
"94",9,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0
"95",11,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0
"96",9,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0
"97",12,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0
"98",11,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0
"99",6,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
"100",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
