"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Test_ 10","Test_ 11","Test_ 12","Test_ 13","Test_ 14","Test_ 15","Test_ 16","Test_ 17","Test_ 18","Test_ 19","Focal"
"1",12,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0
"2",7,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0
"3",13,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0
"4",6,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
"5",10,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0
"6",7,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
"7",8,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"8",14,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
"9",11,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0
"10",7,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
"11",9,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
"12",8,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0
"13",10,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0
"14",9,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0
"15",10,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0
"16",10,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0
"17",12,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0
"18",10,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0
"19",9,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0
"20",7,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0
"21",10,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0
"22",9,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0
"23",10,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0
"24",10,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0
"25",7,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0
"26",10,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0
"27",8,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0
"28",10,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0
"29",11,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0
"30",12,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0
"31",14,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
"32",10,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0
"33",8,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0
"34",11,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0
"35",11,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0
"36",13,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0
"37",12,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0
"38",8,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
"39",8,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
"40",9,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0
"41",10,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0
"42",9,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0
"43",14,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0
"44",11,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0
"45",10,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0
"46",10,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0
"47",6,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
"48",12,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0
"49",9,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0
"50",7,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0
"51",7,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0
"52",13,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0
"53",8,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0
"54",8,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0
"55",6,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"56",13,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0
"57",7,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0
"58",11,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0
"59",12,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0
"60",7,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0
"61",9,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0
"62",6,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
"63",11,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0
"64",9,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0
"65",10,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"66",8,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0
"67",8,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0
"68",8,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0
"69",9,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0
"70",6,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
"71",14,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0
"72",10,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0
"73",9,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0
"74",11,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0
"75",10,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0
"76",9,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0
"77",9,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0
"78",11,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0
"79",12,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0
"80",10,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0
"81",10,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0
"82",6,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0
"83",12,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0
"84",10,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0
"85",6,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
"86",10,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0
"87",11,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0
"88",9,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0
"89",8,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0
"90",7,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0
"91",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"92",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"93",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"94",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"95",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"96",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"97",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"98",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
