"","Fitness","Test_1","Test_2","Test_3","Test_4","Test_5","Test_6","Test_7","Test_8","Test_9","Test_10","Test_11","Test_12","Test_13","Test_14","Test_15","Test_16","Test_17","Test_18","Test_19","Focal"
"1",3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"7",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"8",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"9",4,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
"10",3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"11",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"13",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"16",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"17",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"18",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"19",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"20",4,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"21",7,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0
"22",2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"23",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"26",5,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
"27",3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"28",2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"30",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",5,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0
"34",4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"35",2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"37",5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
"38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"42",3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"43",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"44",3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
