"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Focal"
"1",3,0,0,0,1,0,0,1,1,0,0
"2",5,1,1,0,1,0,1,1,0,0,0
"3",4,0,1,0,1,0,0,1,1,0,0
"4",6,1,0,1,1,0,1,0,1,1,0
"5",3,1,0,0,0,0,0,0,1,1,0
"6",6,1,1,0,1,1,1,1,0,0,0
"7",5,0,1,1,1,1,1,0,0,0,0
"8",5,0,0,0,1,0,1,1,1,1,0
"9",4,1,0,0,1,0,0,1,0,1,0
"10",6,1,0,1,1,1,0,0,1,1,0
"11",5,1,1,1,0,0,1,0,1,0,0
"12",6,1,1,1,1,1,0,0,0,1,0
"13",5,0,0,1,0,1,0,1,1,1,0
"14",1,0,0,0,0,0,0,0,0,1,0
"15",3,0,1,1,0,0,1,0,0,0,0
"16",7,1,1,1,1,1,1,1,0,0,0
"17",5,1,0,0,1,1,1,0,1,0,0
"18",7,1,1,1,0,1,0,1,1,1,0
"19",2,1,0,0,0,0,0,0,0,1,0
"20",4,0,1,0,0,0,1,1,1,0,0
"21",4,1,1,1,1,0,0,0,0,0,0
"22",3,1,0,1,0,0,0,0,0,1,0
"23",6,0,0,1,1,1,0,1,1,1,0
"24",5,1,0,1,1,0,1,0,0,1,0
"25",5,0,1,0,1,0,1,1,1,0,0
"26",5,1,1,0,0,1,1,1,0,0,0
"27",3,0,1,0,0,0,0,1,1,0,0
"28",6,1,1,1,1,0,1,1,0,0,0
"29",4,0,1,1,1,0,0,0,0,1,0
"30",4,0,1,1,0,1,0,0,0,1,0
"31",4,0,0,1,1,1,0,0,1,0,0
"32",4,0,0,0,0,1,1,0,1,1,0
"33",2,0,1,0,0,0,0,0,0,1,0
"34",6,0,1,0,1,0,1,1,1,1,0
"35",4,1,1,1,0,0,1,0,0,0,0
"36",5,1,1,0,1,0,1,0,1,0,0
"37",5,0,0,1,0,1,1,1,0,1,0
"38",3,1,0,0,0,1,0,1,0,0,0
"39",5,0,1,1,1,0,0,1,1,0,0
"40",3,1,1,0,0,0,0,0,1,0,0
"41",6,0,1,1,0,1,1,1,1,0,0
"42",8,1,1,0,1,1,1,1,1,1,0
"43",5,0,1,1,0,0,1,1,0,1,0
"44",4,0,1,0,0,1,1,0,1,0,0
"45",4,1,0,1,1,0,1,0,0,0,0
"46",4,0,0,1,1,1,0,1,0,0,0
"47",4,0,0,1,0,1,1,1,0,0,0
"48",6,1,0,1,1,0,1,0,1,1,0
"49",5,0,1,0,1,0,1,0,1,1,0
"50",6,1,1,0,0,1,1,1,1,0,0
"51",5,1,1,0,1,0,1,1,0,0,0
"52",6,1,0,0,1,1,1,0,1,1,0
"53",2,0,0,1,1,0,0,0,0,0,0
"54",4,1,0,1,1,0,0,1,0,0,0
"55",6,1,1,0,0,0,1,1,1,1,0
"56",4,1,0,1,0,0,0,1,0,1,0
"57",6,1,0,1,0,1,1,1,0,1,0
"58",6,1,1,0,1,0,1,0,1,1,0
"59",6,1,0,1,1,1,1,0,0,1,0
"60",5,0,1,0,0,0,1,1,1,1,0
"61",5,0,1,1,0,0,0,1,1,1,0
"62",7,1,1,1,1,1,0,1,1,0,0
"63",4,0,0,1,1,0,1,0,0,1,0
"64",5,1,0,1,1,0,1,0,1,0,0
"65",3,0,0,1,0,1,0,0,1,0,0
"66",4,1,0,1,0,0,1,0,1,0,0
"67",6,1,0,1,0,0,1,1,1,1,0
"68",4,1,0,1,0,0,0,1,1,0,0
"69",5,1,1,0,1,0,1,1,0,0,0
"70",7,1,1,0,1,1,1,1,1,0,0
"71",3,0,1,0,0,1,1,0,0,0,0
"72",3,0,0,0,0,1,0,0,1,1,0
"73",5,1,0,0,1,1,0,0,1,1,0
"74",6,1,1,0,1,0,1,0,1,1,0
"75",6,0,1,1,1,0,1,1,0,1,0
"76",5,0,1,0,1,1,0,1,0,1,0
"77",7,1,1,0,1,1,1,0,1,1,0
"78",4,0,1,0,0,1,0,1,0,1,0
"79",5,0,1,0,0,1,0,1,1,1,0
"80",8,1,1,1,1,1,1,1,1,0,0
"81",2,0,0,0,0,0,0,0,1,1,0
"82",3,0,0,0,1,0,0,0,1,1,0
"83",5,0,0,1,1,1,0,0,1,1,0
"84",3,0,1,0,0,0,1,0,0,1,0
"85",4,0,0,0,1,0,0,1,1,1,0
"86",4,0,1,1,0,1,0,0,0,1,0
"87",2,1,0,0,0,0,0,0,0,1,0
"88",5,0,0,1,1,1,1,0,0,1,0
"89",5,1,1,0,1,0,0,0,1,1,0
"90",6,1,0,1,0,1,1,0,1,1,0
"91",1,0,0,0,0,0,0,0,0,0,1
"92",1,0,0,0,0,0,0,0,0,0,1
"93",1,0,0,0,0,0,0,0,0,0,1
"94",1,0,0,0,0,0,0,0,0,0,1
"95",1,0,0,0,0,0,0,0,0,0,1
"96",1,0,0,0,0,0,0,0,0,0,1
"97",1,0,0,0,0,0,0,0,0,0,1
"98",1,0,0,0,0,0,0,0,0,0,1
"99",1,0,0,0,0,0,0,0,0,0,1
"100",1,0,0,0,0,0,0,0,0,0,1
