"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Focal"
"1",3,1,1,1,0,0,0,0,0,0,0
"2",5,0,0,1,0,1,1,1,0,1,0
"3",3,0,1,0,0,0,1,0,1,0,0
"4",3,1,0,0,0,1,0,0,1,0,0
"5",4,0,1,1,1,0,0,0,0,1,0
"6",6,1,0,1,1,1,1,0,0,1,0
"7",4,1,1,0,0,0,1,0,0,1,0
"8",5,1,0,0,1,1,1,0,0,1,0
"9",4,0,0,0,0,1,1,1,1,0,0
"10",7,1,1,1,0,1,1,0,1,1,0
"11",4,0,0,0,1,0,0,1,1,1,0
"12",3,1,0,0,0,0,1,0,1,0,0
"13",4,1,0,1,0,0,1,1,0,0,0
"14",5,0,1,0,1,1,0,1,1,0,0
"15",7,1,1,1,1,1,0,1,1,0,0
"16",3,0,0,1,1,0,1,0,0,0,0
"17",3,1,0,0,1,0,1,0,0,0,0
"18",5,1,0,1,0,1,0,1,0,1,0
"19",6,1,1,0,1,0,1,1,0,1,0
"20",3,0,1,0,0,0,0,1,0,1,0
"21",5,1,0,1,1,0,0,1,1,0,0
"22",9,1,1,1,1,1,1,1,1,1,0
"23",4,0,1,1,0,1,1,0,0,0,0
"24",6,1,0,0,1,1,1,1,1,0,0
"25",2,0,1,0,0,0,0,0,0,1,0
"26",3,0,1,0,0,0,1,0,1,0,0
"27",3,1,1,0,0,0,0,0,0,1,0
"28",6,0,0,1,0,1,1,1,1,1,0
"29",5,0,1,0,0,1,0,1,1,1,0
"30",3,0,0,0,0,1,0,1,1,0,0
"31",3,0,1,0,0,1,0,0,1,0,0
"32",4,0,1,0,1,0,1,0,0,1,0
"33",4,0,0,1,0,0,1,1,0,1,0
"34",5,1,1,0,0,1,0,1,0,1,0
"35",4,0,0,1,0,1,1,0,0,1,0
"36",5,0,1,0,1,1,1,0,0,1,0
"37",3,0,0,0,0,0,1,0,1,1,0
"38",7,0,1,1,1,0,1,1,1,1,0
"39",5,1,1,1,0,0,0,1,0,1,0
"40",3,0,1,0,0,0,1,1,0,0,0
"41",3,0,0,0,0,0,1,1,1,0,0
"42",4,0,1,1,0,1,0,0,1,0,0
"43",3,0,1,0,0,0,0,0,1,1,0
"44",4,0,1,1,1,0,0,0,1,0,0
"45",5,1,1,0,1,0,1,0,0,1,0
"46",4,0,1,0,0,1,1,0,1,0,0
"47",4,1,0,0,1,1,0,1,0,0,0
"48",1,0,1,0,0,0,0,0,0,0,0
"49",3,0,0,1,1,0,0,0,1,0,0
"50",4,0,1,1,1,0,1,0,0,0,0
"51",5,1,0,0,1,0,1,1,1,0,0
"52",5,1,0,1,1,1,0,0,0,1,0
"53",5,0,0,1,1,1,1,0,0,1,0
"54",3,0,0,0,1,1,1,0,0,0,0
"55",5,1,1,1,0,0,0,0,1,1,0
"56",4,0,0,0,1,1,0,1,1,0,0
"57",5,1,1,1,0,1,1,0,0,0,0
"58",2,0,0,1,0,0,0,0,0,1,0
"59",5,1,1,0,0,0,0,1,1,1,0
"60",3,0,0,1,0,1,0,1,0,0,0
"61",4,0,0,0,0,1,1,0,1,1,0
"62",4,0,1,0,1,0,0,1,0,1,0
"63",1,0,0,0,0,0,1,0,0,0,0
"64",5,0,1,1,1,1,1,0,0,0,0
"65",5,1,0,1,0,1,0,1,0,1,0
"66",6,0,1,0,1,1,0,1,1,1,0
"67",5,0,1,0,0,1,1,1,0,1,0
"68",6,1,1,1,0,0,1,1,1,0,0
"69",4,0,1,0,1,0,0,0,1,1,0
"70",3,0,1,0,0,0,0,0,1,1,0
"71",2,0,1,0,0,0,0,0,1,0,0
"72",2,0,0,0,0,0,0,1,0,1,0
"73",5,0,1,0,0,1,0,1,1,1,0
"74",5,0,1,1,1,0,1,0,1,0,0
"75",5,1,0,0,1,1,1,0,1,0,0
"76",4,0,1,0,1,0,0,1,0,1,0
"77",4,0,0,1,0,0,1,1,0,1,0
"78",2,1,0,0,0,0,1,0,0,0,0
"79",3,1,0,0,0,1,0,0,0,1,0
"80",5,1,0,1,0,0,1,1,0,1,0
"81",3,1,0,0,1,0,1,0,0,0,0
"82",6,1,1,1,1,0,0,0,1,1,0
"83",5,1,1,1,0,0,0,1,1,0,0
"84",5,0,1,1,0,0,0,1,1,1,0
"85",5,0,1,1,0,0,1,0,1,1,0
"86",7,1,1,0,1,1,0,1,1,1,0
"87",4,1,1,0,1,0,0,0,1,0,0
"88",3,0,0,0,1,1,0,0,1,0,0
"89",3,1,0,0,0,0,1,0,1,0,0
"90",5,0,1,0,1,0,1,1,0,1,0
"91",1,0,0,0,0,0,0,0,0,0,1
"92",1,0,0,0,0,0,0,0,0,0,1
"93",1,0,0,0,0,0,0,0,0,0,1
"94",1,0,0,0,0,0,0,0,0,0,1
"95",1,0,0,0,0,0,0,0,0,0,1
"96",1,0,0,0,0,0,0,0,0,0,1
"97",1,0,0,0,0,0,0,0,0,0,1
"98",1,0,0,0,0,0,0,0,0,0,1
"99",1,0,0,0,0,0,0,0,0,0,1
"100",1,0,0,0,0,0,0,0,0,0,1
