"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Test_ 10","Test_ 11","Test_ 12","Test_ 13","Test_ 14","Test_ 15","Test_ 16","Test_ 17","Test_ 18","Test_ 19","Focal"
"1",9,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0
"2",7,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0
"3",9,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0
"4",6,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
"5",10,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0
"6",8,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0
"7",7,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
"8",12,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0
"9",9,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0
"10",10,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0
"11",10,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0
"12",12,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0
"13",9,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0
"14",8,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0
"15",10,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0
"16",9,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0
"17",14,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0
"18",10,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0
"19",11,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0
"20",11,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0
"21",7,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
"22",9,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0
"23",5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"24",14,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0
"25",5,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
