"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Focal"
"1",1,0,0,0,0,0,0,0,1,0,0
"2",1,0,0,0,0,0,1,0,0,0,0
"3",0,0,0,0,0,0,0,0,0,0,0
"4",1,1,0,0,0,0,0,0,0,0,0
"5",2,0,0,0,0,1,0,0,1,0,0
"6",1,0,0,0,0,1,0,0,0,0,0
"7",3,0,0,0,0,0,1,1,1,0,0
"8",0,0,0,0,0,0,0,0,0,0,0
"9",1,0,0,0,0,0,0,1,0,0,0
"10",3,0,0,0,1,0,0,0,1,1,0
"11",0,0,0,0,0,0,0,0,0,0,0
"12",0,0,0,0,0,0,0,0,0,0,0
"13",2,0,1,0,0,1,0,0,0,0,0
"14",0,0,0,0,0,0,0,0,0,0,0
"15",0,0,0,0,0,0,0,0,0,0,0
"16",0,0,0,0,0,0,0,0,0,0,0
"17",2,0,0,0,0,1,1,0,0,0,0
"18",0,0,0,0,0,0,0,0,0,0,0
"19",1,0,0,0,1,0,0,0,0,0,0
"20",0,0,0,0,0,0,0,0,0,0,0
"21",2,0,0,0,1,0,0,0,1,0,0
"22",2,0,0,0,1,0,0,0,0,1,0
"23",0,0,0,0,0,0,0,0,0,0,0
"24",1,0,0,0,0,0,1,0,0,0,0
"25",2,0,0,0,0,0,0,0,1,1,0
"26",1,0,0,0,0,0,0,0,0,1,0
"27",2,0,1,0,0,0,0,1,0,0,0
"28",1,0,0,0,1,0,0,0,0,0,0
"29",0,0,0,0,0,0,0,0,0,0,0
"30",2,0,0,1,0,0,1,0,0,0,0
"31",2,0,0,1,0,1,0,0,0,0,0
"32",1,1,0,0,0,0,0,0,0,0,0
"33",1,1,0,0,0,0,0,0,0,0,0
"34",2,1,0,0,0,0,0,0,1,0,0
"35",0,0,0,0,0,0,0,0,0,0,0
"36",1,0,1,0,0,0,0,0,0,0,0
"37",0,0,0,0,0,0,0,0,0,0,0
"38",0,0,0,0,0,0,0,0,0,0,0
"39",0,0,0,0,0,0,0,0,0,0,0
"40",0,0,0,0,0,0,0,0,0,0,0
"41",1,0,1,0,0,0,0,0,0,0,0
"42",0,0,0,0,0,0,0,0,0,0,0
"43",0,0,0,0,0,0,0,0,0,0,0
"44",0,0,0,0,0,0,0,0,0,0,0
"45",3,0,1,0,0,0,0,0,1,1,0
"46",2,1,0,1,0,0,0,0,0,0,0
"47",1,0,0,0,0,0,1,0,0,0,0
"48",1,0,0,0,0,0,1,0,0,0,0
"49",2,0,0,1,0,1,0,0,0,0,0
"50",2,1,1,0,0,0,0,0,0,0,0
"51",0,0,0,0,0,0,0,0,0,0,0
"52",2,0,0,0,0,0,1,0,1,0,0
"53",1,1,0,0,0,0,0,0,0,0,0
"54",0,0,0,0,0,0,0,0,0,0,0
"55",2,0,0,1,0,1,0,0,0,0,0
"56",0,0,0,0,0,0,0,0,0,0,0
"57",1,0,0,0,0,0,1,0,0,0,0
"58",2,0,0,0,0,0,1,0,1,0,0
"59",0,0,0,0,0,0,0,0,0,0,0
"60",3,0,0,0,1,0,1,0,0,1,0
"61",1,0,0,0,0,0,0,0,1,0,0
"62",2,0,0,1,1,0,0,0,0,0,0
"63",1,1,0,0,0,0,0,0,0,0,0
"64",1,1,0,0,0,0,0,0,0,0,0
"65",1,0,0,0,0,0,0,0,0,1,0
"66",1,1,0,0,0,0,0,0,0,0,0
"67",2,1,0,0,0,0,0,0,0,1,0
"68",5,1,1,0,0,1,0,1,0,1,0
"69",3,0,1,0,0,0,0,0,1,1,0
"70",1,1,0,0,0,0,0,0,0,0,0
"71",3,0,0,1,0,0,1,0,0,1,0
"72",1,0,0,0,0,0,0,0,1,0,0
"73",0,0,0,0,0,0,0,0,0,0,0
"74",0,0,0,0,0,0,0,0,0,0,0
"75",0,0,0,0,0,0,0,0,0,0,0
"76",0,0,0,0,0,0,0,0,0,0,0
"77",2,1,0,0,0,1,0,0,0,0,0
"78",1,0,0,0,0,0,0,1,0,0,0
"79",1,0,0,0,1,0,0,0,0,0,0
"80",0,0,0,0,0,0,0,0,0,0,0
"81",2,1,0,0,0,0,0,0,0,1,0
"82",2,0,0,1,0,0,0,1,0,0,0
"83",2,0,0,0,1,0,0,0,0,1,0
"84",2,0,0,0,0,0,1,1,0,0,0
"85",1,0,0,0,1,0,0,0,0,0,0
"86",2,0,0,1,1,0,0,0,0,0,0
"87",1,0,1,0,0,0,0,0,0,0,0
"88",0,0,0,0,0,0,0,0,0,0,0
"89",1,0,0,0,0,0,1,0,0,0,0
"90",1,0,0,0,0,1,0,0,0,0,0
"91",0,0,0,0,0,0,0,0,0,0,0
"92",2,0,0,0,0,1,0,0,0,1,0
"93",2,0,0,1,0,0,0,0,0,1,0
"94",1,1,0,0,0,0,0,0,0,0,0
"95",1,0,0,0,0,0,0,0,1,0,0
"96",0,0,0,0,0,0,0,0,0,0,0
"97",1,0,0,0,0,0,0,1,0,0,0
"98",1,0,0,0,0,0,1,0,0,0,0
"99",2,0,0,0,0,0,0,1,1,0,0
"100",1,0,0,0,0,0,0,0,0,0,1
