"","Fitness","Test_1","Test_2","Test_3","Test_4","Test_5","Test_6","Test_7","Test_8","Test_9","Test_10","Test_11","Test_12","Test_13","Test_14","Test_15","Test_16","Test_17","Test_18","Test_19","Focal"
"1",10,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0
"2",11,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0
"3",13,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0
"4",8,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
"5",9,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0
"6",11,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0
"7",11,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0
"8",10,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0
"9",7,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"10",13,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0
"11",11,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0
"12",9,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0
"13",12,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0
"14",10,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0
"15",10,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0
"16",8,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0
"17",12,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0
"18",13,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0
"19",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"20",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
