"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Test_ 10","Test_ 11","Test_ 12","Test_ 13","Test_ 14","Test_ 15","Test_ 16","Test_ 17","Test_ 18","Test_ 19","Focal"
"1",19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"2",18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"3",18,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
"4",18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
"5",19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"6",18,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"7",14,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0
"8",15,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0
"9",15,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0
"10",13,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0
"11",16,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
"12",18,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"13",18,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"14",19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"15",18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"16",17,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
"17",16,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
"18",18,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
"19",16,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0
"20",17,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0
"21",17,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
"22",15,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0
"23",18,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"24",18,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"25",19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"26",18,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"27",18,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"28",17,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
"29",19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"30",17,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
"31",18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"32",17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
"33",16,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
"34",19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"35",16,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
"36",15,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0
"37",17,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0
"38",16,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
"39",16,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
"40",18,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"41",18,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
"42",16,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0
"43",19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"44",18,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"45",17,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"46",18,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"47",16,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0
"48",16,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0
"49",18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"50",18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"51",18,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"52",16,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0
"53",18,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"54",16,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
"55",18,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"56",19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"57",17,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
"58",16,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0
"59",16,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"60",17,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"61",19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"62",19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"63",17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
"64",16,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0
"65",17,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"66",19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"67",16,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
"68",14,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0
"69",17,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"70",19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"71",18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
"72",19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
