"","Fitness","Test_1","Test_2","Test_3","Test_4","Test_5","Test_6","Test_7","Test_8","Test_9","Test_10","Test_11","Test_12","Test_13","Test_14","Test_15","Test_16","Test_17","Test_18","Test_19","Focal"
"1",13,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0
"2",9,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0
"3",9,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0
"4",9,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0
"5",8,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0
"6",8,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0
"7",4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"8",10,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0
"9",8,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0
"10",9,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0
"11",9,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0
"12",8,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
"13",9,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0
"14",9,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0
"15",9,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0
"16",5,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"17",9,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0
"18",11,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0
"19",11,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0
"20",12,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0
"21",9,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0
"22",9,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0
"23",9,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0
"24",6,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"25",14,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0
"26",7,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0
"27",11,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0
"28",11,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0
"29",13,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0
"30",10,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0
"31",13,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0
"32",9,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0
"33",7,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0
"34",8,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0
"35",8,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0
"36",11,1,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0
"37",8,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0
"38",9,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0
"39",8,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0
"40",9,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0
"41",13,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0
"42",11,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0
