"","Fitness","Test_1","Test_2","Test_3","Test_4","Test_5","Test_6","Test_7","Test_8","Test_9","Focal"
"1",3,0,1,1,0,0,0,0,1,0,0
"2",3,1,0,0,1,0,0,0,0,1,0
"3",7,0,1,1,1,1,1,0,1,1,0
"4",4,1,0,1,1,0,0,1,0,0,0
"5",4,0,0,1,0,1,0,1,0,1,0
"6",5,0,1,0,1,1,1,1,0,0,0
"7",2,0,0,0,0,1,0,0,0,1,0
"8",6,1,0,1,1,1,1,0,0,1,0
"9",3,0,1,1,1,0,0,0,0,0,0
"10",5,1,1,1,1,0,1,0,0,0,0
"11",5,1,1,0,0,1,1,1,0,0,0
"12",2,0,0,1,0,0,0,0,0,1,0
"13",6,1,1,1,0,1,1,1,0,0,0
"14",5,1,0,1,1,1,0,1,0,0,0
"15",2,0,1,0,0,0,0,0,0,1,0
"16",3,0,0,0,0,1,0,0,1,1,0
"17",4,0,1,1,0,0,0,1,1,0,0
"18",6,0,0,1,1,1,1,1,1,0,0
"19",1,0,0,0,0,0,0,0,0,0,1
"20",1,0,0,0,0,0,0,0,0,0,1
